GoogleCloudStorageKey,Corporation1Name,Corporation1Id,Corporation2Name,Corporation2Id,Corporation1Score,Corporation2Score,DateEnded,DateEndedUnix,posted,Corporation1Comp,Corporation2Comp,matchTimeUnix,matchDay
6a8adf9a-127a-4280-bfef-5a6c46db5c02,Ark,febd79d038ed9af667e201309060d9662ba825ba9be2b5b95418ac20a8e70c80,"Das Imperium",bf80902e944e3605f5f2fe70f245c1442fa4094414322964da8200dc57c58ef0,18,3,2023-11-04T21:01:37.5043399Z,1699131697504,22,1,1,1698699697,28
43e69881-74dd-464c-b06a-b241d96dd63c,Ark,febd79d038ed9af667e201309060d9662ba825ba9be2b5b95418ac20a8e70c80,"地球联合",600f9edf51df1f1afe62db4c64e95b969ac6824a6a08d1a483beaec015ba2e25,14,0,2023-11-04T21:36:43.4853175Z,1699133803485,23,0,1,1698701803,29
0071e474-f6e1-4885-adca-38f06aab4e59,"神圣罗马帝国",2a71af44aaef82175cd8dfd86c9e3f218a438a7c7e748bae20d8a0d964a984ab,"Galactic Empire",e2223ab2b582a5eb5ae1734e132358eb3c24ddf61fcbeee7b8f6708f26782108,3,8,2023-11-04T21:36:43.5968433Z,1699133803596,24,0,1,1698701803,29
ad831632-90c7-4a6f-b333-3f234e80b55c,"Madison Holding",94722af3fa4392e52b6bb7af15c2225968543a3de313ace4aa939d138600dd17,"Space Marine",0b961d6d412f986cbf91da27cad44222c4f7d42d432540520cd762556893064c,28,8,2023-11-04T22:01:47.492539Z,1699135307492,25,1,1,1698703307,29
92763a02-f764-4132-b3fd-2d6cedf176f5,GDZ,a04890160268d05cf11f997b0a1c724fbbcfa66b2ea4cb1c4b56ca18d0425d62,"italian warrior",250e012fb7b1b538e15fd2775ee25239b9c59b999c6c3271340cc97d4654df79,25,10,2023-11-04T22:01:47.8952052Z,1699135307895,26,1,1,1698703307,29
bd174136-85f8-4106-b189-8a403543d578,"Atlas Star llc.",3de5259ba12509e4d02854f1414caacf3d0aaaf79f417b9d843ff20ca35863dd,"Planet Express",5b1b4c436f97fa4921cfe2eec358f39bf2ff848eac678d0b8df77abea23339dd,9,2,2023-11-04T22:46:53.0933377Z,1699138013093,27,1,1,1698706013,29
7aa51dbd-1f27-46b8-a614-2cd21dcc8f6c,"italian warrior",250e012fb7b1b538e15fd2775ee25239b9c59b999c6c3271340cc97d4654df79,"brit boys",1b37d746045178a34153b75c717add2f45fe50a4e280d1e5a8d7482ff700d2e8,2,16,2023-11-04T22:56:54.1466547Z,1699138614146,28,0,1,1698706614,29
a119daf1-76c8-43df-8ed5-f531cfaf9d87,"Dumpster Fire",f191bf7efb93ca805453b3e11aef9278976a4c70fe9790e7813f28fcdf899121,"Peace Keepers",7ac71c394c017639785b3ecaa8087bd3b9a9d134e05d22703a3e18217da3380d,4,3,2023-11-04T23:11:56.6386546Z,1699139516638,29,1,1,1698707516,29
4b1e631b-f585-4d2e-bbf1-92ec21629b64,SpaceCowboys,e6bb3b9dcc40ad7f7c82fd0f7164a99fa6264c05a186ed9f33011a7f315ca507,"Celtic Imperium",58d284836596e89b4f481066ae27a521175a632d88194574f08bf27baa1f9c7a,14,3,2023-11-04T23:16:56.1411222Z,1699139816141,30,1,1,1698707816,29
68d84e91-c5cd-4b54-b78d-baa6279ccecc,"꿀벌왕국",5835926ee3d1861cbc6fc002291ee3a4b537c1a3a0aef8ea187dfe857505bebc,101,6b4681e994e78199b26297184be90aaf1928c04f6323f02fc316d25729e121e6,6,3,2023-11-05T00:02:01.989625Z,1699142521989,31,1,1,1698710521,30
d9e0ba59-a505-41ca-863d-2bb964ea4e67,E.T.A,33dd13a30f1fb86a48aa1e97053cb0d1d12985b0fc5f258edb5f36632dd42082,SYNDICATE,340a8194f62a11308a6d79b913d48312fa37e3b250fb4b241cc2c5d69549a912,0,24,2023-11-05T00:12:03.9396709Z,1699143123939,32,1,1,1698711123,30
5c4d97e5-868e-4176-9eca-61248de9045f,"Неизбежный Рок",a075d54242806374b2fc020c48e0e4ab4077ac72faeeae7568400e0e48790289,"太阳系联邦",1511bcf209c9d65c3db8fce158834ee0365899e8a765df9554b7606eb92b1df1,26,3,2023-11-05T01:12:09.8379698Z,1699146729837,33,1,1,1698714729,30
5081c918-b050-4df0-9f04-c405909e3269,"水星联合组织",fe67c7b35602faf8640d1765a46ce5f77d08740abf40340479bf82781778944a,"Неизбежный Рок",a075d54242806374b2fc020c48e0e4ab4077ac72faeeae7568400e0e48790289,11,4,2023-11-05T01:17:10.6971197Z,1699147030697,34,1,0,1698715030,30
36d9bf27-ee61-4b32-946a-42012de38f5b,"Hinterm Mond",3a4286c6f512d1e0b6d9866b1a1bb0f29abc36fd4a82b7b2cb39df192fce125d,"BlackStar Order",e75857448fb1e8d620c964ec4abe23f7e07374a4a70fde79f655862152e8f428,17,38,2023-11-05T01:37:12.2562025Z,1699148232256,35,1,1,1698716232,30
909a3ab0-d270-425d-8621-4618624d9bc0,"Вселенские 40%",963d73346ebb929607f54404f481ac2273b4f483915b93144d0757b066a1fd99,Hexacropians,1663ae68266882a1c09b5a4e5a16b97770e86390b7af7bcfc66b46213334a3a2,0,13,2023-11-05T01:42:12.1896815Z,1699148532189,36,1,1,1698716532,30
9586a055-25e9-4aee-bed5-5f2dcf9d5eda,Retarts,1556331f722d00268e3c524b12efedac51051cf48e46b2513675774b9315a155,"Brodudes Inc.",774cdb53f03dd3b0e510fddcc7f25a9f8017a46393076d1acf45954241305466,0,27,2023-11-05T02:12:16.0395595Z,1699150336039,37,1,1,1698718336,30
a0c76c2e-e70a-4b48-b78b-015406267592,"Imperio Galacti",95f1c11e4823279fa171bfd0e76a03db2e35eb4c88e28b70e51e83ff2d767d4c,"Eretria ",bdadb3cf8eff262b48dd6a7b5945b8192fbc67117ddb3eecf7912e402e975725,0,12,2023-11-05T02:22:17.2377354Z,1699150937237,38,1,1,1698718937,30
f63cca5c-37fa-4bbd-bb76-b5057f8bab8a,"Rising star",b7037efd74e829aa4ac6e49960fa44cebe1477e23d25cf1640594d9168d630db,"Nine's Own Goal",fd47245550708347721e341d893b73e7c23e0f3624053c47ce666e55641c9e9e,3,22,2023-11-05T02:47:20.7891726Z,1699152440789,39,1,1,1698720440,31
9335b255-96ca-4571-b750-c876b88da3a9,Continuum,ea5fb17c8fcf67a15bd5a194549206adba2279a79973a34bcfd0abb1e3cf9107,"BlackStar Order",e75857448fb1e8d620c964ec4abe23f7e07374a4a70fde79f655862152e8f428,35,11,2023-11-05T03:22:23.4974426Z,1699154543497,40,1,0,1698722543,31
ccd682ee-1a21-40ca-88e1-90a3f8a69f26,"Argentina 1.0",582e7dce954da49eb68cdf263806d5b8f37da4c81a6eef072e63102be0fa5449,"Nebulae Traders",bf2f9c50afbe2077dd734f484504f5167ee53a4c7f5315b9ab1cb0ee5620a39f,6,10,2023-11-05T04:12:28.6455134Z,1699157548645,41,1,1,1698725548,31
64b84a87-c875-439c-b132-d74cd866da45,"BLOK EKIPA",b52b3a9c372aec6edf23c2fe617847cf4772d46976f5828c415089f5ae0bbcdd,"АНДРОМЕДА ",1e4e3bc5f21c0b6cd362f404b88f09e18e26a8c0134a31015d6d7577a7230dc9,0,7,2023-11-05T05:48:03.6623388Z,1699163283662,42,1,1,1698731283,32
6006a026-114a-4ff0-a27b-1cdc94ac23fb,"АНДРОМЕДА ",1e4e3bc5f21c0b6cd362f404b88f09e18e26a8c0134a31015d6d7577a7230dc9,"六大天神",28f06b2ed8c2d55fe437095ed09cf6559986f0bb3ea5ff99509341b5dbf04d65,2,7,2023-11-05T07:12:47.846944Z,1699168367846,43,0,1,1698736367,33
8326d022-b20c-41ed-9c09-7767901851fc,"Españoles",cf66069ff643cba9698afa591edab643607ea729973280dac06b6ea7e61e5ee2,"星舰地球",74f9da5a15ff27bf509892de095386a84ef43e8f68b96d1897acf9bcbd542f61,21,0,2023-11-05T07:17:47.9892366Z,1699168667989,44,1,1,1698736667,33
a41634ce-28b2-4743-a223-979884542605,Elite,4ef70b4cf666928ffd82d4e5278e42bb9edc22aa4a1e9d4e3c08ce9865d59fd9,"Ark Summit",5940b759f3f833f4c6b35733e1f642a64d5589c1c692e34d030383be08e95e02,9,27,2023-11-05T07:22:48.7031708Z,1699168968703,45,1,1,1698736968,33
304c5d37-882c-4517-886d-5942e05bd75c,DadCorp,1b2cbf703ce5571c8f28d0616ca42f0bce30814d3186df5799397698ceb15d1d,"龙门训练营",1409829bbf951ca641274ef39dad828f2b4989e603fbe05e5765204058c13923,29,0,2023-11-05T07:42:51.587568Z,1699170171587,46,1,1,1698738171,33
84a9de8d-9ece-4742-be66-ffe31b61c457,RUS,d2d651ed0a46443766a7930975f8ee7a4b0ee52e2ffb1d13337e743a3d5bea8d,"星舰地球",74f9da5a15ff27bf509892de095386a84ef43e8f68b96d1897acf9bcbd542f61,45,0,2023-11-05T08:22:55.8396914Z,1699172575839,47,1,0,1698740575,33
dc5b2498-77e1-48df-a070-81f14be29e6b,"Дом Датэ",10cbcbd91c4084657bdab01ef573cc48170fbc4dd0ab533f96712f1cb6097ff2,"云浪山庄↕",597bcb53e7f2e8f5bf2135602da30d76170ca6a5d950a0c60b5c617b6c32dead,6,11,2023-11-05T08:32:57.6967193Z,1699173177696,48,1,1,1698741177,33
08e44f1c-464f-49f3-9da5-8052dff44825,Looping,08524086f45f2e6109e583baf940197663aa3e155c32fcdbb04f319343a5eb0c,"Corvus Ind.",f99305aca0eca2f37971c97916647c8edd0258de0d30a3de61941700e7fb2c94,8,15,2023-11-05T09:08:01.1554104Z,1699175281155,49,1,1,1698743281,33
59589641-0144-482a-bfbb-62f98ec63446,"Спутник",0ae15c4db6dc8c3f4bf3eb6aa93bffd4ea9281b06b721ab103c0078646bfe58c,"украина№1",c764dc8c07d1ae2ce06aba821c24a7106f169a21b59e724b0216cd8586cde6a6,0,20,2023-11-05T10:08:07.7464814Z,1699178887746,50,0,1,1698746887,34
59368063-b61e-4f0f-a2b9-615b8dec6bd0,"Br Stark Corps",bb363d47e9cd8710d6808f6dcc2d270bdf33614e63ea6e0943bb739cde625f27,"边界-萌新俱乐部",b5f7e751f69db2b698fd436f3d60af1d1d435f5eb8d0984e45f8fcc7cbc74453,2,4,2023-11-05T10:13:08.7410607Z,1699179188741,51,1,1,1698747188,34
3c928b18-9495-400a-af01-f0e1b8b62cad,"Свободный флот",48fb866b3a51175a06336d9caa1bcace6d2bfb94b0a93974c8be3f54050fc0c6,"自由星际联盟",933277ff64041b32fe12e4e564e2064071377343596c7944fb8c145165e2ab04,7,0,2023-11-05T10:43:11.4001791Z,1699180991400,52,1,1,1698748991,34
2016a86d-1202-432a-9535-6c3c7ee1071f,"萌新港",7b4125f2900eb0184722a2a53528bb21dd165ea3612dfa8de6ca0ebf2aea0861,"边缘世界",6a0c2b263b0bfabc564979bce02c28c80aae497654fc10637ceb36d5447f6365,11,11,2023-11-05T10:43:11.8895152Z,1699180991889,53,1,1,1698748991,34
5e7aca7d-3030-47c5-9285-9377f69c6c6d,"Star-Jump CORPS",234fbe42315d6605bea895ee435f738665ecf2712d0c533ce077a1b8c41c6f07,Spacefleet,517f7b257f68936f7a95a478d6923776a2549b88897bae628fd35b23572d3cbd,9,32,2023-11-05T11:43:18.8050139Z,1699184598805,54,1,1,1698752598,34
bba541ab-fd81-408a-91a4-388fe45ab049,"萌新港(大佬港)",e6d9b9da7a037e3572cb594dfeba7b282b66509228c9f4f1b2138f873caa3cf3,Germania,e088c9a1e761ef8c1f07a1d374886006b0ecace15d07b9549e3655729b630897,0,5,2023-11-05T11:53:20.9899274Z,1699185200989,55,1,1,1698753200,34
518fdc3f-bbfe-4b20-9975-fbf0c8a1f570,"夢幻之星*分盟*",25ac58a842783eb85413a2cb4896100bd1bdad3b64dbbc3b2d2c9bdf3f878c96,"Новый ЭДЭМ",f1d15cb357f6e239e540971a84a8b7161bfb5a976716027dbccbbf8e77dac4b5,2,2,2023-11-05T13:58:36.9911223Z,1699192716991,56,0,1,1698760716,35
290d7de2-5f14-4fa3-95ff-5f0c19ea96b9,"夢幻之星*分盟*",25ac58a842783eb85413a2cb4896100bd1bdad3b64dbbc3b2d2c9bdf3f878c96,"Слава Украине!",15bb6468a62584f5281a81614dde743b4bbf2196289e4c346da53f96e2e140c1,10,7,2023-11-05T14:03:37.8897542Z,1699193017889,57,1,1,1698761017,35
5eb7038d-4cdb-4ad8-b899-72a5a9dec506,"The Watchers",62a08ec3521bd62e5c8fbfc03c7d99fbf3e30fd1df80716485c9b989b27771e6,"Galactic Otters",ea8a81d9e9c24d62ddd17bef15b679773ca5766b459e58a5e3090755b4c2eb70,4,22,2023-11-05T14:18:39.636607Z,1699193919636,58,1,1,1698761919,35
87d5d5ca-d663-439a-b0e4-df108e234691,"神圣罗马帝国",2a71af44aaef82175cd8dfd86c9e3f218a438a7c7e748bae20d8a0d964a984ab,"the Rubber Duck",bfd6a197d72d0b643c6693e66b9a10db61f75ae242a0bd7c09bdd553ae951ee6,1,13,2023-11-05T14:28:40.9044587Z,1699194520904,59,1,1,1698762520,36
9deefc8b-444d-400c-911e-a63310ff81e5,Orion,3d5598faa0e14983b9b97d4a0fe14d2a611045dea7e68f22834d7038493c8f39,Internationals,7ddbb3c057311d12ecc582b5767dc061653f6b7769ea81f82c752ec258aff6cc,35,20,2023-11-05T14:43:42.4348109Z,1699195422434,60,1,1,1698763422,36
ab054486-f3eb-4686-98fb-5212454058c6,Aeternae,05ad49bd809f330a794a7d0278a5e21b110b79ebb26ff8d28a25e8a2f1bcb7c8,"МАРСЮКИ",c3fa1ee33163a1a29bc7c9c69a933fc3b4d29c0e0e7a720c80fb2f5381b275c8,0,21,2023-11-05T15:08:46.0005774Z,1699196926000,61,1,1,1698764926,36
c3d108e3-e97b-4f95-9f97-9feeb4af4178,"СвятыеНегодники",0ff3f8b2bbe76f5e94f3473f3ac40b2e78ea4a03c73aa7d1efd0b6611056d844,AKA,5fde3f409facbda701cdf21de0895eb7c7e17e2d472ae52cc0aa178ce2db64d6,7,0,2023-11-05T15:36:15.0709426Z,1699198575070,62,1,1,1698766575,36
b73e68f0-f43e-4e0a-b6de-1276d92dce7d,TITANS,99cb7335e71fb4b435cc1929b77308ae522773aee201cf5fdfc4b8e6edf54f36,Inexorable,8343908ac19af8666d7765db00e5eb603d9e87bbbfe273c81d9b9b2329ca0827,6,13,2023-11-05T17:44:06.9478663Z,1699206246947,63,1,1,1698774246,37
cd98d4e4-e3d7-465f-9ba5-d7d0540b6e5a,"YETI Collective",ff6a3c65d008d245f003a3009374e26cf38e7cda6ea4d601a9da9037296fda98,"Les Chevaliers",5066bce563c093b32a01ddf6e9aba77a363d997bb3b5ae47465c13434af06853,11,4,2023-11-05T19:24:19.2549142Z,1699212259254,64,1,1,1698780259,38
ed6fc330-3569-4470-805d-c34057123d0b,"Ninth Planet",53297ed66c8c326d4cb4eebdee55172d3d64f122addd5d916b314f4ab557e21a,"日中連合",55217d3fb09f4242a79ded9faef3a4749fcfbbe4090a54b707e1576826d2539a,22,3,2023-11-05T19:47:21.071637Z,1699213641071,65,1,1,1698781641,38
a9e36e0d-dd3c-4d43-b92d-5e52c3e2f761,"Unión latina",9919a50d277644f496c19d5becdf40abb251d000345f049632329f0b35b7fbf1,"Венерский Союз",6d869628a64fc11a17264dacfd741e7d603069d526d32a166c48ff7fd9499bf6,8,3,2023-11-05T19:59:23.9932916Z,1699214363993,66,1,1,1698782363,38
346eedb8-c694-4b0d-9366-184b4caba395,LANCE,f9d489fbbe222ff361139bfe234f235c1dfd82f2ccf38f7ecd929e6377408883,"BRASIL STAR",94fc4639f17e4503a11d4ac3878f3203bca3f21baebf285433ff39ad37f0fff2,3,3,2023-11-05T20:39:29.5038769Z,1699216769503,67,1,1,1698784769,38
3a3b940a-79e5-4743-93bc-e081a36058c5,Ender,71bc7ab0134ea1a0c057680d9d8465bd65b54fc1c78d9b7b9b582baabfd46e0d,BattleCo,6fedbaaa5e81626ae4028e9ec468585dffa6b131eedb09b88a3ac88b7bca681e,25,27,2023-11-05T21:04:32.3025979Z,1699218272302,68,1,1,1698786272,38
1cf103e0-95c2-4e71-b516-8bc319d5173a,"Бестрашный лиги",98a0925e094c54f400b76ad64a527b25adb4fe5aa1afc4b10368f072d3741d53,"Серебряная орда",8d4aad97eccabbf26608245f090064005878474e1712d6b08f7328df6075450d,1,5,2023-11-05T23:49:51.9428484Z,1699228191942,69,1,1,1698796191,39
8cce7712-5969-4938-8c19-2a62e0c6f384,SALTARDIS,e7d1a6a546271de114cce5f2d8e71b59c4e8bea66352110bf94a1c91a5993898,"Free Thinkers 2",9fc879b45c4053ac93d6eebdb14d856a828df8fd85800df616cdd3332683a695,12,5,2023-11-06T00:09:53.699136Z,1699229393699,70,1,1,1698797393,40
3d7fc5cd-40e6-4609-8b85-e29ba065ba0b,"Poison Nebula",feb1dc461f9c203db7bce2a50fa4cd3f3a4734e66b02c9b74b000880b667c8a7,"Zeta LLC",5779c7241b1f516fefec667bf95a9d1e0db38d307d559e1491b4f3a7fcd720f8,1,16,2023-11-06T00:09:58.5159644Z,1699229398515,71,1,1,1698797398,40
bb2030cb-c530-423c-adcf-5fc18600ef6e,"Space Penguins",6255ba7dab1bd2b150825874d1fea70b029dc79434f293d47518c27b0376e286,Octoberpierynm,d1a59e9b18c6c65e4568b064d66e86c4453e60e354fd9e7cbe6cf17819c0c0c9,35,3,2023-11-06T01:45:03.344771Z,1699235103344,72,1,1,1698803103,40
1b9242a6-a254-41be-912c-36ef573b8bbc,BrinySeal,05ada6d14c0c53422b434d3d55b1440370f85e96f93c74992cb8c4eb8f5503ba,NAC,cd35bc5d7637a2804496e55b68cd138afe3f993bb62691cfeaae93f7549344e3,3,3,2023-11-06T02:05:05.8363145Z,1699236305836,73,1,1,1698804305,40
94f2cb7f-223e-4ab0-9846-9b328f82e54d,"Space Pirates",87eff6e453b6f020baf8cb8930236b566161e22814cdbdc77d696c5812684bc6,Anarchy,fdd5421d762b9a1a1cc622f446bcd1a43a5dc52d6eeae3b903cc90fa349cb864,12,0,2023-11-06T03:29:06.680653Z,1699241346680,74,1,1,1698809346,41
19c23e5d-4cdb-43da-8fd8-f16212d1b41c,"Lost Legion",451b249473bf36e9f688ffd82a5955f04fc586b1dc545ff81277a4d73af47623,"Game of Stars",ad5bb68e6076ee70e6715ecead226fc9880b66a87b68acb3098843f723c1562e,15,10,2023-11-06T04:10:16.746293Z,1699243816746,75,1,1,1698811816,41
8a458ed0-7263-4d95-abef-e64e358fb901,"Auscorp ",a33256c155b161f595303ef4302912cc63ddfe306cad3f53457cf55508dcad75,"Trade Station",7003e286fe1a04aaa63e3aa318c164856c07e251a94b0496757140f5eda72cd7,45,14,2023-11-06T04:50:20.7880544Z,1699246220788,76,1,1,1698814220,42
d28998c5-a22f-4000-85d1-0c9f99120a77,"Proteus Tech",a9abf464e4301045ae4dbba7a5889a4e49d10e7e21f2e1011d9507cc5c45012b,"Corp. Estelar",aec01be59075af2b2995f74e3e14f47e2b3ce1bd3b74abc78200a1d6330b8a72,31,2,2023-11-06T05:10:22.2487814Z,1699247422248,77,1,1,1698815422,42
e44aef4d-0a0a-40f9-9ae6-644ff41c6dfa,"世外桃源",7692df8056cb0736bfc429336e43c74a12d3a237305a08cef10617650dc020db,ITA,4b7ed90565c5e7d463f7a7dcecab17ae3f6c93cd6b75b77bece4bfad9cfe9626,3,7,2023-11-06T06:10:27.3409279Z,1699251027340,78,1,1,1698819027,42
6d32a40b-9fe6-412e-a304-9789aaa35ed9,cyber_dream,72357950e7f14c1d9e4dbb6df57e0d76f512cea722919c2a4765db03b90b8616,VENTORMENTA,0b64072b403ef687c83d4c04a4f5a20f8dd89befdaaf6ced9af64cacc2f46536,0,10,2023-11-06T07:15:33.2513175Z,1699254933251,79,1,1,1698822933,43
e6dcc726-77d6-40ab-9332-2b6bab356255,"仙女座星雲",e8532ebca58cb402f027fdb3db24507799f38a7123ef124fae8ab7591dac77bd,(_(_Vossk_)_),6db23201f00670abe532f02a8fc28e109f95d673ef31ca1df7362c0a6c45dd2f,23,4,2023-11-06T07:30:35.6827135Z,1699255835682,80,1,1,1698823835,43
